VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,ProfitMargin,SalesToPurchaseRatio,average_onhand,StockTurnover
1392,CONSTELLATION BRANDS INC   ,14704,Rex Goliath Free Range Red,3.94,7.99,750,934.0,3679.96,932.0,7446.68,103.36,3766.72,50.58,2.02,412.0,2.26
10754,PERFECTA WINES             ,38105,Canyon Oaks Chard Cal,8.05,11.99,1500,636.0,5119.8,621.0,7445.79,139.68,2325.99,31.24,1.45,52.5,11.83
4425,MARTIGNETTI COMPANIES,18098,Shafer Hillside Cab Svgn,157.89,239.99,750,13.0,2052.57,31.0,7439.69,3.45,5387.12,72.41,3.62,255.0,0.12
8004,SAZERAC CO INC             ,2983,T.T. Handy Sazerac Rye Whisk,59.25,79.99,750,93.0,5510.25,93.0,7439.07,73.24,1928.82,25.93,1.35,29.62,3.14
4425,MARTIGNETTI COMPANIES,17347,Ridge Lytton Petite Sirah,19.35,29.99,750,176.0,3405.6,248.0,7437.52,27.56,4031.92,54.21,2.18,146.0,1.7
4425,MARTIGNETTI COMPANIES,25625,Gran Pasas Monastrell,10.13,14.99,750,701.0,7101.13,496.0,7435.04,55.13,333.91,4.49,1.05,655.0,0.76
3252,E & J GALLO WINERY         ,5373,E&J Peach Brandy,7.47,10.99,750,213.0,1591.11,676.0,7429.24,532.75,5838.13,78.58,4.67,1071.0,0.63
10050,Russian Standard Vodka     ,4687,DeLuze VS Cognac,17.55,22.99,750,712.0,12495.6,323.0,7425.77,254.77,-5069.83,-68.27,0.59,713.0,0.45
4425,MARTIGNETTI COMPANIES,16146,Sean Minor Red Napa Vly,12.83,18.99,750,414.0,5311.62,391.0,7425.09,43.21,2113.47,28.46,1.4,330.5,1.18
90010,VINEXTRA INC               ,23188,Jean Dauvissat Chablis St Pi,18.36,26.99,750,313.0,5746.68,275.0,7422.25,30.5,1675.57,22.57,1.29,213.0,1.29
9552,M S WALKER INC             ,21267,Latour 13 Cuvee Bourgog Blnc,10.66,15.99,750,65.0,692.9,464.0,7419.36,51.71,6726.46,90.66,10.71,513.0,0.9
1392,CONSTELLATION BRANDS INC   ,5223,Paul Masson Red Berry Brandy,6.15,10.99,750,326.0,2004.9,675.0,7418.25,531.92,5413.35,72.97,3.7,1261.0,0.54
8892,TRINCHERO FAMILY ESTATES   ,6241,Sutter Home Chard,4.05,5.99,750,1278.0,5175.9,1238.0,7415.62,138.58,2239.72,30.2,1.43,321.0,3.86
9165,ULTRA BEVERAGE COMPANY LLP ,25609,Wilson Winery Znfdl,16.43,23.99,750,371.0,6095.53,309.0,7412.91,34.31,1317.38,17.77,1.22,134.0,2.31
8673,STE MICHELLE WINE ESTATES  ,32670,Columbia Crest Vns Merlot/Ca,4.69,6.99,750,1049.0,4919.81,1060.0,7409.4,118.09,2489.59,33.6,1.51,446.5,2.37
10754,PERFECTA WINES             ,38241,Hendry Block 8 Cab Svgn Napa,37.25,56.99,750,341.0,12702.25,130.0,7408.7,14.34,-5293.55,-71.45,0.58,407.5,0.32
4425,MARTIGNETTI COMPANIES,18952,J Lohr Falcon's Perch Pnt Nr,9.18,13.49,750,540.0,4957.2,549.0,7406.01,61.9,2448.81,33.07,1.49,85.5,6.42
8004,SAZERAC CO INC             ,441,Caribou Crossing Canadian,37.31,49.99,750,149.0,5559.19,148.0,7398.52,116.8,1839.33,24.86,1.33,19.0,7.79
9165,ULTRA BEVERAGE COMPANY LLP ,33581,Masi Modello Delle Venezie,6.75,10.99,750,721.0,4866.75,673.0,7396.27,74.4,2529.52,34.2,1.52,488.0,1.38
12546,JIM BEAM BRANDS COMPANY    ,971,Sauza Extra Gold Tequila,11.42,15.99,1000,361.0,4122.62,462.0,7387.38,485.1,3264.76,44.19,1.79,530.5,0.87
1392,CONSTELLATION BRANDS INC   ,855,Black Velvet,8.65,10.99,1000,670.0,5795.5,672.0,7385.28,705.6,1589.78,21.53,1.27,254.0,2.65
8735,SURVILLE ENTERPRISES CORP  ,6952,Marie Brizard Cassis d Dijon,12.85,19.99,750,598.0,7684.3,369.0,7376.31,291.05,-307.99,-4.18,0.96,263.5,1.4
8735,SURVILLE ENTERPRISES CORP  ,17341,Lobster & Shrimp Muscadet,3.86,7.99,750,934.0,3605.24,923.0,7374.77,102.58,3769.53,51.11,2.05,585.5,1.58
17035,PERNOD RICARD USA          ,8958,Malibu Peach Sparkler RTD,7.99,13.99,750,142.0,1134.58,527.0,7372.73,415.36,6238.15,84.61,6.5,905.5,0.58
9819,TREASURY WINE ESTATES      ,17945,Ch St Jean Soiree Red,6.53,9.99,750,674.0,4401.22,738.0,7372.62,81.77,2971.4,40.3,1.68,429.0,1.72
9552,M S WALKER INC             ,27146,Codice Sierra Cantabria Red,6.57,9.99,750,592.0,3889.44,738.0,7372.62,81.73,3483.18,47.24,1.9,656.0,1.12
653,STATE WINE & SPIRITS   ,2446,Nomad Outland Whiskey,25.17,39.99,750,300.0,7551.0,184.0,7358.16,145.1,-192.84,-2.62,0.97,242.0,0.76
516,BANFI PRODUCTS CORP        ,15043,Cuvee Aurora Rose Sparkling,15.75,22.99,750,300.0,4725.0,320.0,7356.8,35.39,2631.8,35.77,1.56,557.0,0.57
2000,SOUTHERN WINE & SPIRITS NE ,18240,Renacer Enamore Red,17.68,25.99,750,231.0,4084.08,283.0,7355.17,31.66,3271.09,44.47,1.8,218.0,1.3
90046,CANDIA VINEYARDS           ,18533,Candia Vyds Diamond,10.27,14.99,750,469.0,4816.63,490.0,7345.1,54.15,2528.47,34.42,1.52,836.5,0.59
6213,MHW LTD                    ,7828,Bols Peach Schnapps,6.39,9.99,750,398.0,2543.22,735.0,7342.65,579.49,4799.43,65.36,2.89,1401.0,0.52
9552,M S WALKER INC             ,11529,Benvolio Pnt Grigio Friuli,3.76,9.99,750,122.0,458.72,735.0,7342.65,82.34,6883.93,93.75,16.01,651.0,1.13
9165,ULTRA BEVERAGE COMPANY LLP ,23954,Notre Dame Luberon Rose,6.49,9.99,750,731.0,4744.19,734.0,7332.66,81.49,2588.47,35.3,1.55,49.5,14.83
90053,INCREDIBREW INC            ,24152,Grape Time Super Tuscan,9.24,13.49,750,596.0,5507.04,543.0,7325.07,60.11,1818.03,24.82,1.33,279.5,1.94
4425,MARTIGNETTI COMPANIES,41372,Fleur Petite Sirah Californa,9.73,16.99,750,468.0,4553.64,431.0,7322.69,47.86,2769.05,37.81,1.61,152.5,2.83
9165,ULTRA BEVERAGE COMPANY LLP ,25740,Oberon Chardonnay,12.41,21.99,750,339.0,4206.99,333.0,7322.67,36.89,3115.68,42.55,1.74,60.0,5.55
9165,ULTRA BEVERAGE COMPANY LLP ,23381,Pacifica Cab Svgn/Merlot 11,11.76,17.99,750,84.0,987.84,407.0,7321.93,45.37,6334.09,86.51,7.41,665.0,0.61
9625,WESTERN SPIRITS BEVERAGE CO,2843,Calumet Farm Bourbon VAP,31.15,45.99,750,57.0,1775.55,159.0,7312.41,125.37,5536.86,75.72,4.12,129.0,1.23
17035,PERNOD RICARD USA          ,24706,Kenwood J London Znfdl,12.74,18.99,750,447.0,5694.78,385.0,7311.15,42.62,1616.37,22.11,1.28,367.0,1.05
4425,MARTIGNETTI COMPANIES,23107,Duckhorn Howell Mtn Cab Svgn,109.67,169.99,1500,16.0,1754.72,43.0,7309.57,9.59,5554.85,75.99,4.17,211.5,0.2
12546,JIM BEAM BRANDS COMPANY    ,1392,Red Stag Hardcore Cider,10.6,16.99,750,165.0,1749.0,430.0,7305.7,338.93,5556.7,76.06,4.18,1120.5,0.38
7153,PINE STATE TRADING CO      ,3702,Kinky Vodka,0.71,0.99,50,4634.0,3290.14,7376.0,7302.24,382.55,4012.1,54.94,2.22,1819.0,4.05
4425,MARTIGNETTI COMPANIES,34020,Champalou Vouvray Cuvee Fon,13.6,24.99,750,310.0,4216.0,292.0,7297.08,32.52,3081.08,42.22,1.73,254.0,1.15
9552,M S WALKER INC             ,25181,Grahams 2000 Vintage Port,64.42,95.99,750,7.0,450.94,76.0,7295.24,8.38,6844.3,93.82,16.18,223.5,0.34
10754,PERFECTA WINES             ,20512,Lacoste Borie Pauillac,25.15,38.99,750,212.0,5331.8,187.0,7291.13,20.82,1959.33,26.87,1.37,209.5,0.89
17035,PERNOD RICARD USA          ,4784,Presidente Solera Brandy,13.23,17.99,750,399.0,5278.77,405.0,7285.95,318.69,2007.18,27.55,1.38,92.0,4.4
4425,MARTIGNETTI COMPANIES,37152,Montes Alpha Apalta Cab Svgn,12.9,20.99,750,335.0,4321.5,347.0,7283.53,38.6,2962.03,40.67,1.69,221.0,1.57
9165,ULTRA BEVERAGE COMPANY LLP ,18637,Iris Vineyard Pnt Nr,13.07,20.99,750,404.0,5280.28,347.0,7283.53,38.37,2003.25,27.5,1.38,476.5,0.73
4425,MARTIGNETTI COMPANIES,44704,J Lohr Riverstone Chard,7.56,11.49,750,659.0,4982.04,633.0,7273.17,71.35,2291.13,31.5,1.46,48.0,13.19
516,BANFI PRODUCTS CORP        ,22077,C Y Toro Casa Diablo Chard,6.07,9.99,750,606.0,3678.42,728.0,7272.72,81.1,3594.3,49.42,1.98,365.0,1.99
4425,MARTIGNETTI COMPANIES,25643,Kunde Magnolia Lane Svgn Bl,7.89,12.99,750,614.0,4844.46,559.0,7261.41,62.02,2416.95,33.28,1.5,218.5,2.56
8112,MOET HENNESSY USA INC      ,2911,Ardbeg Dark Cove Com Release,82.08,109.99,750,69.0,5663.52,66.0,7259.34,51.95,1595.82,21.98,1.28,21.0,3.14
90024,VINILANDIA USA             ,21157,Huber Hugo Gruner Veltliner,7.38,10.99,750,708.0,5225.04,660.0,7253.4,73.21,2028.36,27.96,1.39,231.0,2.86
9819,TREASURY WINE ESTATES      ,22568,Beringer The Waymaker Red,17.0,24.99,750,429.0,7293.0,290.0,7247.1,32.23,-45.9,-0.63,0.99,225.5,1.29
9165,ULTRA BEVERAGE COMPANY LLP ,11366,Two Oceans WestrnCape Shiraz,6.07,9.99,750,796.0,4831.72,723.0,7222.77,80.34,2391.05,33.1,1.49,255.5,2.83
90047,CRUSH WINES                ,20324,The Peach Chenin Bl/Viognier,7.99,13.99,750,521.0,4162.79,516.0,7218.84,57.04,3056.05,42.33,1.73,190.5,2.71
9165,ULTRA BEVERAGE COMPANY LLP ,34580,Luce Della Vite Lucente Tosc,18.82,28.99,750,210.0,3952.2,249.0,7218.51,27.76,3266.31,45.25,1.83,315.5,0.79
7153,PINE STATE TRADING CO      ,17617,Nostor Tinto Priorat,10.34,15.99,750,449.0,4642.66,451.0,7211.49,50.06,2568.83,35.62,1.55,465.0,0.97
90010,VINEXTRA INC               ,16839,Le Gr Bouqueteau Chinon Roug,10.38,15.99,750,517.0,5366.46,451.0,7211.49,50.25,1845.03,25.58,1.34,225.0,2.0
9552,M S WALKER INC             ,16440,Banshee Cab Svgn Napa Vly,21.33,34.99,750,130.0,2772.9,206.0,7207.94,22.84,4435.04,61.53,2.6,261.0,0.79
3252,E & J GALLO WINERY         ,42124,Pieropan Soave Clsc,9.03,13.99,750,597.0,5390.91,515.0,7204.85,57.16,1813.94,25.18,1.34,425.0,1.21
9165,ULTRA BEVERAGE COMPANY LLP ,25684,Jekel Pnt Nr Monterey,11.33,16.99,750,495.0,5608.35,424.0,7203.76,47.47,1595.41,22.15,1.28,65.5,6.47
2000,SOUTHERN WINE & SPIRITS NE ,19970,Ch Ducru Beaucallou 10,263.15,399.99,750,5.0,1315.75,18.0,7199.82,2.02,5884.07,81.73,5.47,167.5,0.11
7153,PINE STATE TRADING CO      ,20944,Valdivieso Cab Franc Rsva,13.51,20.99,750,419.0,5660.69,343.0,7199.57,38.02,1538.88,21.37,1.27,314.0,1.09
9552,M S WALKER INC             ,10606,Parducci Cab Svgn,7.58,10.99,750,573.0,4343.34,655.0,7198.45,72.53,2855.11,39.66,1.66,389.0,1.68
17037,Dunn Wine Brokers          ,45837,R Stemmler Nugent Pnt Nr,23.99,35.99,750,304.0,7292.96,200.0,7198.0,22.21,-94.96,-1.32,0.99,125.0,1.6
1392,CONSTELLATION BRANDS INC   ,41170,Vendange Chard,2.66,3.99,500,2000.0,5320.0,1804.0,7197.96,136.71,1877.96,26.09,1.35,174.0,10.37
1392,CONSTELLATION BRANDS INC   ,2346,Black Velvet Toasted Caramel,13.76,18.99,1750,909.0,12507.84,379.0,7197.21,696.74,-5310.63,-73.79,0.58,926.0,0.41
90032,LABELLE VYDS AND WINERY    ,16996,LaBelle Winery Americus,13.79,19.99,750,426.0,5874.54,360.0,7196.4,39.71,1321.86,18.37,1.23,598.0,0.6
1392,CONSTELLATION BRANDS INC   ,42601,3 Blind Moose Cab Svgn Cal,5.84,10.99,750,488.0,2849.92,653.0,7176.47,72.66,4326.55,60.29,2.52,317.5,2.06
7153,PINE STATE TRADING CO      ,21581,Epiphany Revelation,19.59,29.99,750,257.0,5034.63,239.0,7167.61,26.5,2132.98,29.76,1.42,223.0,1.07
10754,PERFECTA WINES             ,19577,Forma de Art Red,9.45,14.99,750,487.0,4602.15,478.0,7165.22,53.0,2563.07,35.77,1.56,612.5,0.78
9165,ULTRA BEVERAGE COMPANY LLP ,15981,Verde Sole Znfdl,9.33,14.99,750,448.0,4179.84,478.0,7165.22,53.09,2985.38,41.66,1.71,443.0,1.08
1392,CONSTELLATION BRANDS INC   ,25918,Hogue Cellars Rsl Wash,5.88,9.99,750,723.0,4251.24,717.0,7162.83,79.74,2911.59,40.65,1.68,386.0,1.86
1590,DIAGEO CHATEAU ESTATE WINES,6245,Blossom Hill Chard,7.58,10.99,1500,657.0,4980.06,651.0,7154.49,146.09,2174.43,30.39,1.44,399.0,1.63
4425,MARTIGNETTI COMPANIES,3294,Leaf Vodka Alaskian Glacial,12.31,16.99,750,174.0,2141.94,421.0,7152.79,331.81,5010.85,70.05,3.34,1425.0,0.3
10754,PERFECTA WINES             ,45314,Barberis Malbec Mendoza,11.4,16.99,750,642.0,7318.8,420.0,7135.8,46.73,-183.0,-2.56,0.97,222.0,1.89
90024,VINILANDIA USA             ,25147,Zinzilla Zinfandel,8.6,12.99,750,939.0,8075.4,549.0,7131.51,60.65,-943.89,-13.24,0.88,516.0,1.06
9165,ULTRA BEVERAGE COMPANY LLP ,20431,Januik Muscat Canelli Champx,5.33,7.99,750,2400.0,12792.0,892.0,7127.08,99.12,-5664.92,-79.48,0.56,1580.0,0.56
3960,DIAGEO NORTH AMERICA INC   ,7202,Cocktail Time Key Lime Rtd,8.33,11.99,750,203.0,1690.99,594.0,7122.06,468.21,5431.07,76.26,4.21,612.5,0.97
8892,TRINCHERO FAMILY ESTATES   ,41032,Folie A Deux Amador Znfdl,11.56,16.99,750,382.0,4415.92,419.0,7118.81,46.41,2702.89,37.97,1.61,401.5,1.04
4425,MARTIGNETTI COMPANIES,26891,Predator Cab Svgn,9.2,13.99,750,925.0,8510.0,508.0,7106.92,56.57,-1403.08,-19.74,0.84,435.0,1.17
90046,CANDIA VINEYARDS           ,12086,Candia Vyds Classic Cab Svgn,9.65,13.99,750,506.0,4882.9,507.0,7092.93,55.87,2210.03,31.16,1.45,846.5,0.6
9552,M S WALKER INC             ,34907,Smoking Loon Viognier Cal,6.66,9.99,750,411.0,2737.26,710.0,7092.9,78.89,4355.64,61.41,2.59,603.0,1.18
90024,VINILANDIA USA             ,24588,Boundary Breaks OLN Rsl,10.2,16.99,750,536.0,5467.2,417.0,7084.83,46.01,1617.63,22.83,1.3,248.5,1.68
4425,MARTIGNETTI COMPANIES,18095,Layer Cake Garnacha,10.38,15.99,750,356.0,3695.28,443.0,7083.57,49.04,3388.29,47.83,1.92,408.5,1.08
10754,PERFECTA WINES             ,26319,Steak House Cab Svgn,6.53,9.99,750,959.0,6262.27,709.0,7082.91,79.01,820.64,11.59,1.13,250.0,2.84
3960,DIAGEO NORTH AMERICA INC   ,728,George Dickel Barrel Select,34.37,43.99,750,599.0,20587.63,161.0,7082.39,126.98,-13505.24,-190.69,0.34,492.0,0.33
10754,PERFECTA WINES             ,6525,Du Peyrat Organic Cognac,29.4,39.99,750,68.0,1999.2,177.0,7078.23,139.62,5079.03,71.76,3.54,229.5,0.77
1392,CONSTELLATION BRANDS INC   ,19485,R Mondavi Rsv Cab Svgn,117.23,190.99,1500,28.0,3282.44,37.0,7066.63,8.22,3784.19,53.55,2.15,290.5,0.13
9552,M S WALKER INC             ,35590,Tiziano Chianti,7.53,10.99,750,655.0,4932.15,643.0,7066.57,71.5,2134.42,30.2,1.43,334.0,1.93
1703,ALISA CARR BEVERAGES,4884,Bayou Silver Rum,15.5,19.99,750,927.0,14368.5,353.0,7056.47,278.51,-7312.03,-103.62,0.49,826.0,0.43
8673,STE MICHELLE WINE ESTATES  ,10380,Santa Cristina Pnt Grigio,7.09,10.99,750,908.0,6437.72,642.0,7055.58,71.43,617.86,8.76,1.1,164.0,3.91
1590,DIAGEO CHATEAU ESTATE WINES,13670,Stellina di Notte Prosecco,6.66,9.99,750,882.0,5874.12,706.0,7052.94,78.76,1178.82,16.71,1.2,212.0,3.33
9165,ULTRA BEVERAGE COMPANY LLP ,17529,Dom Serene Evenstad Chard,28.75,49.99,750,109.0,3133.75,141.0,7048.59,15.66,3914.84,55.54,2.25,131.0,1.08
90047,CRUSH WINES                ,16310,Mollydooker Scooter Merlot,17.23,25.99,750,224.0,3859.52,271.0,7043.29,30.04,3183.77,45.2,1.82,192.5,1.41
9552,M S WALKER INC             ,25566,Quivira 12 Znfdl Dry Creek V,8.78,12.99,750,1931.0,16954.18,542.0,7040.58,60.68,-9913.6,-140.81,0.42,1389.0,0.39
9552,M S WALKER INC             ,533,Berkshire Mtn Ragged Mtn Rum,24.23,31.99,750,481.0,11654.63,220.0,7037.8,173.59,-4616.83,-65.6,0.6,459.0,0.48
10754,PERFECTA WINES             ,37387,Truchard Carneros Cab Svgn,21.37,30.99,750,307.0,6560.59,227.0,7034.73,25.1,474.14,6.74,1.07,240.0,0.95
8673,STE MICHELLE WINE ESTATES  ,39461,Stags Leap SLV Cab Svgn,69.07,104.99,750,6.0,414.42,67.0,7034.33,7.43,6619.91,94.11,16.97,109.5,0.61
10754,PERFECTA WINES             ,36139,Renzo Masi Chiant Rufina RS,9.65,13.99,750,605.0,5838.25,502.0,7022.98,55.59,1184.73,16.87,1.2,227.5,2.21
9552,M S WALKER INC             ,25735,Hazana Vinas Viejas Rioja,9.39,13.99,750,887.0,8328.93,502.0,7022.98,55.71,-1305.95,-18.6,0.84,457.0,1.1
7153,PINE STATE TRADING CO      ,19646,JP Chenet Pnt Noir,5.99,8.99,750,799.0,4786.01,780.0,7012.2,86.37,2226.19,31.75,1.47,730.5,1.07
10754,PERFECTA WINES             ,24047,Kikkoman Plum Wine,5.8,8.99,750,784.0,4547.2,780.0,7012.2,86.26,2465.0,35.15,1.54,258.0,3.02
8004,SAZERAC CO INC             ,1042,Benchmark Egg Nog,5.34,6.99,750,914.0,4880.76,1002.0,7003.98,788.98,2123.22,30.31,1.44,392.0,2.56
90047,CRUSH WINES                ,19039,The Path Pnt Nr,6.45,10.99,750,660.0,4257.0,637.0,7000.63,70.49,2743.63,39.19,1.64,391.5,1.63
10754,PERFECTA WINES             ,36065,Ch Montrose 10,174.48,349.99,750,12.0,2093.76,20.0,6999.8,2.25,4906.04,70.09,3.34,63.0,0.32
660,SAZERAC NORTH AMERICA INC. ,1864,1792 Port Finish Bourbon,30.76,39.99,750,175.0,5383.0,175.0,6998.25,138.04,1615.25,23.08,1.3,55.73,3.14
3960,DIAGEO NORTH AMERICA INC   ,7211,Cocktail Time Strawberry Rtd,8.45,11.99,750,203.0,1715.35,583.0,6990.17,459.66,5274.82,75.46,4.08,1140.0,0.51
10754,PERFECTA WINES             ,23897,Michel Chapoutier Vigne Rose,10.66,15.99,750,436.0,4647.76,437.0,6987.63,48.59,2339.87,33.49,1.5,91.5,4.78
2000,SOUTHERN WINE & SPIRITS NE ,33971,Zenato Valpolicella Clsc Ri,19.07,28.99,750,255.0,4862.85,241.0,6986.59,26.84,2123.74,30.4,1.44,217.0,1.11
4425,MARTIGNETTI COMPANIES,13060,Peter Michael Belle Cote Cha,53.89,82.99,750,84.0,4526.76,84.0,6971.16,9.45,2444.4,35.06,1.54,18.0,4.67
9552,M S WALKER INC             ,26160,Eagle Glen Cab Svgn Napa Vly,14.56,21.99,750,324.0,4717.44,317.0,6970.83,35.16,2253.39,32.33,1.48,25.0,12.68
6359,OLE SMOKY DISTILLERY LLC   ,2215,Ole Smoky Harley-Davidson,13.86,18.99,750,354.0,4906.44,367.0,6969.33,289.08,2062.89,29.6,1.42,89.0,4.12
9819,TREASURY WINE ESTATES      ,12450,Cellar No 8 Pnt Nr,5.22,7.99,750,822.0,4290.84,872.0,6967.28,97.04,2676.44,38.41,1.62,413.0,2.11
1703,ALISA CARR BEVERAGES,6346,Amaretto Villa Vittoria Liq,14.49,19.99,750,828.0,11997.72,348.0,6956.52,274.65,-5041.2,-72.47,0.58,732.0,0.48
3252,E & J GALLO WINERY         ,33879,Gallo Twin Valley Wh Merlot,6.45,9.99,1500,705.0,4547.25,696.0,6953.04,155.33,2405.79,34.6,1.53,409.5,1.7
9819,TREASURY WINE ESTATES      ,40240,Beringer Classic Wh Zin Spkl,5.33,9.99,750,787.0,4194.71,696.0,6953.04,77.42,2758.33,39.67,1.66,293.5,2.37
9206,PHILLIPS PRODUCTS CO.      ,9028,Prairie Organic Gin,11.59,17.99,750,228.0,2642.52,386.0,6944.14,304.2,4301.62,61.95,2.63,766.0,0.5
12546,JIM BEAM BRANDS COMPANY    ,2339,Alberta Rye Dark Batch,15.82,25.99,750,41.0,648.62,267.0,6939.33,210.54,6290.71,90.65,10.7,1442.0,0.19
8004,SAZERAC CO INC             ,5390,Dr McGillicuddy's Peach,0.77,0.99,50,3540.0,2725.8,7007.0,6936.93,364.14,4211.13,60.71,2.54,1837.5,3.81
4425,MARTIGNETTI COMPANIES,39334,Michael David Chard,10.45,16.99,750,442.0,4618.9,408.0,6931.92,45.18,2313.02,33.37,1.5,219.0,1.86
9165,ULTRA BEVERAGE COMPANY LLP ,2201,Nikka Yoichi Single Malt,56.2,76.99,750,231.0,12982.2,90.0,6929.1,71.0,-6053.1,-87.36,0.53,285.0,0.32
10754,PERFECTA WINES             ,25638,Browne Family Vyds Tribute R,21.56,32.99,750,302.0,6511.12,210.0,6927.9,23.27,416.78,6.02,1.06,128.0,1.64
7153,PINE STATE TRADING CO      ,4219,Commander Quincy's Rum Toddy,10.68,13.99,750,141.0,1505.88,495.0,6925.05,390.13,5419.17,78.25,4.6,327.0,1.51
12546,JIM BEAM BRANDS COMPANY    ,921,El Tesoro Platinum Tequila,28.77,39.99,750,428.0,12313.56,173.0,6918.27,136.45,-5395.29,-77.99,0.56,759.0,0.23
98450,Serralles Usa LLC          ,5953,Barrow's Intense Ginger,15.87,19.99,375,209.0,3316.83,346.0,6916.54,135.65,3599.71,52.04,2.09,198.5,1.74
9206,PHILLIPS PRODUCTS CO.      ,3648,UV Ruby Red Grapefruit Vodka,6.05,8.99,750,285.0,1724.25,768.0,6904.32,605.19,5180.07,75.03,4.0,554.5,1.39
9552,M S WALKER INC             ,22830,Beaux Freres Pnt Nr Will Vly,39.73,59.99,750,36.0,1430.28,115.0,6898.85,12.73,5468.57,79.27,4.82,169.5,0.68
4425,MARTIGNETTI COMPANIES,23075,Madrigal Petite Sirah,11.72,16.99,750,28.0,328.16,406.0,6897.94,45.17,6569.78,95.24,21.02,530.0,0.77
1392,CONSTELLATION BRANDS INC   ,42602,3 Blind Moose Chard Cal,5.88,10.99,750,506.0,2975.28,627.0,6890.73,69.6,3915.45,56.82,2.32,480.5,1.3
1590,DIAGEO CHATEAU ESTATE WINES,17377,BV Beaurouge Red,10.13,14.99,750,106.0,1073.78,459.0,6880.41,51.23,5806.63,84.39,6.41,809.0,0.57
1587,VINEYARD BRANDS INC        ,17024,Marques de Caceres Albarino,8.72,12.99,750,530.0,4621.6,529.0,6871.71,58.61,2250.11,32.74,1.49,467.5,1.13
9625,WESTERN SPIRITS BEVERAGE CO,3483,Kru 82 Vodka,10.21,13.99,750,559.0,5707.39,491.0,6869.09,387.33,1161.7,16.91,1.2,1438.0,0.34
7153,PINE STATE TRADING CO      ,43232,Fat Bastard Cab Svgn,6.57,10.99,750,575.0,3777.75,625.0,6868.75,69.25,3091.0,45.0,1.82,402.0,1.55
9165,ULTRA BEVERAGE COMPANY LLP ,25285,A Bichot St-Amour Champlette,12.49,18.99,750,127.0,1586.23,361.0,6855.39,40.02,5269.16,76.86,4.32,561.0,0.64
9552,M S WALKER INC             ,25691,Tineta Avante 10 Tinto Fino,7.33,10.99,750,623.0,4566.59,623.0,6846.77,69.77,2280.18,33.3,1.5,198.41,3.14
6355,NICHE W & S                ,2460,Old St Andrews Jumbo Golfbll,31.49,39.99,1000,625.0,19681.25,171.0,6838.29,179.55,-12842.96,-187.81,0.35,976.0,0.18
3252,E & J GALLO WINERY         ,24818,Rancho Zabaco Monte Rsso Znf,20.68,29.99,750,249.0,5149.32,228.0,6837.72,25.26,1688.4,24.69,1.33,93.0,2.45
9744,FREDERICK WILDMAN & SONS   ,26754,Dom Faiveley Mercurey 14 Bl,17.12,26.99,750,340.0,5820.8,253.0,6828.47,28.22,1007.67,14.76,1.17,555.0,0.46
9552,M S WALKER INC             ,15478,Vietti Barbera D'Asti Vigne,12.49,18.99,750,466.0,5820.34,359.0,6817.41,39.88,997.07,14.63,1.17,233.0,1.54
2450,DJINN SPIRITS LLC          ,2194,Beat 3 Single Malt Whiskey,16.05,21.99,375,629.0,10095.45,310.0,6816.9,121.47,-3278.55,-48.09,0.68,409.0,0.76
10754,PERFECTA WINES             ,25257,Ch Boston Margaux,20.77,31.99,750,278.0,5774.06,213.0,6813.87,23.59,1039.81,15.26,1.18,101.0,2.11
10754,PERFECTA WINES             ,36845,Frey Natural Red Organic Ca,7.33,10.99,750,680.0,4984.4,620.0,6813.8,69.2,1829.4,26.85,1.37,139.0,4.46
90051,FULCHINO VINEYARD INC      ,24022,Fulchino Vyds 603 Red,10.06,14.99,750,508.0,5110.48,454.0,6805.46,50.15,1694.98,24.91,1.33,385.0,1.18
2242,DELICATO VINEYARDS INC     ,15251,Bota Mini Cab Svgn,2.73,3.99,500,1588.0,4335.24,1705.0,6802.95,130.17,2467.71,36.27,1.57,410.5,4.15
6785,PALM BAY INTERNATIONAL INC ,22883,Citra Trebbiano D'Abruzzo,7.48,12.99,1500,528.0,3949.44,523.0,6793.77,117.05,2844.33,41.87,1.72,200.5,2.61
9552,M S WALKER INC             ,19571,Mt Brave Cab Svgn Mt Veeder,45.15,69.99,750,114.0,5147.1,97.0,6789.03,10.76,1641.93,24.19,1.32,196.5,0.49
1703,ALISA CARR BEVERAGES,2495,Virginia Highland Malt Whsky,47.19,58.99,750,333.0,15714.27,115.0,6783.85,90.77,-8930.42,-131.64,0.43,740.0,0.16
4425,MARTIGNETTI COMPANIES,17758,Il Poggione Rosso Montalcino,16.77,25.99,750,350.0,5869.5,261.0,6783.39,28.93,913.89,13.47,1.16,118.5,2.2
4425,MARTIGNETTI COMPANIES,21442,Chapoutier Cotes du Rhone R,8.66,12.99,750,554.0,4797.64,521.0,6767.79,57.69,1970.15,29.11,1.41,180.5,2.89
8352,LUXCO INC                  ,269,Juarez Triple Sec,3.17,3.99,1000,1669.0,5290.73,1693.0,6755.07,1777.65,1464.34,21.68,1.28,156.0,10.85
9552,M S WALKER INC             ,25690,Cepa 21 Ribera Duero 06 Tnto,11.68,17.99,750,375.0,4380.0,375.0,6746.25,41.85,2366.25,35.08,1.54,119.43,3.14
